date;count_1;count_2;count_3;count_4;amount_1;amount_2;amount_3;count_5;count_6;count_7;amount_4;type;response
04.03.2017;1;1;0;0;10.0;10.0;0.0;1;0.0;1;10.0;O;0
21.10.2016;1;1;0;0;1000.0;1000.0;0.0;1;0.0;1;1000.0;O;0
28.12.2016;3;1;1;1;1000.0;1000.0;0.0;1;0.0;3;1000.0;O;0
08.01.2017;2;2;6;0;1000.0;1000.0;0.0;1;0.0;1;400.0;O;1
27.11.2017;1;1;0;0;1000.0;1000.0;0.0;1;0.0;1;1000.0;O;0
15.02.2017;1;1;0;0;1000.2;39930.2;0.0;1;0.0;1;35196.6;O;0
21.07.2017;15;6;91;91;1000564.3426000001;1000564.3426000001;0.0;4;0.0;9;240564.3426;O;1
30.03.2017;147;27;89;89;1000909.01;391586.43;609322.5800000001;4;9.0;128;319222.4299999999;O;1
11.12.2016;31;16;72;72;100115.9036;99115.9036;1000.0;3;0.0;28;67798.5036;O;1
19.05.2017;160;34;90;90;1001574.39;920576.89;80997.5;4;0.0;138;678376.89;O;1
10.07.2017;19;9;9;9;1002714.98;1002714.98;0.0;1;0.0;12;51714.979999999996;O;0
18.12.2016;109;16;78;59;1003117.9;723117.9;280000.0;4;5.0;93;125917.9;F;0
23.06.2017;10;4;10;3;1004090.84;1004090.84;0.0;2;0.0;4;9090.84;O;0
15.07.2017;94;20;91;91;1005741.3899999999;1000716.3899999999;5025.0;4;0.0;82;545716.3899999999;O;1
16.06.2017;207;32;91;91;1006226.23;495170.23;511056.0;4;12.0;178;274970.23;O;0
06.05.2017;50;7;89;88;100717.45;78165.45;22552.0;3;4.0;38;56165.44999999999;O;1
28.09.2017;237;28;100;92;1008187.14;790667.3200000001;217519.81999999995;5;3.0;219;369138.93999999994;CC;0
13.03.2017;57;12;90;87;100869.29000000001;48069.29;52800.00000000001;4;14.0;40;46969.28999999999;O;1
10.08.2017;8;6;80;80;100925.59;40925.59;60000.0;3;2.0;5;40925.59;O;0
18.08.2017;131;26;91;91;1009378.39;992379.39;16999.0;4;0.0;116;548479.3899999999;A;1
25.12.2016;12;4;25;1;10096.0;7086.0;3010.0;1;0.0;5;886.0;O;0
19.01.2017;117;25;86;86;101031.91999999998;86332.91999999998;14699.0;4;2.0;114;86332.91999999998;O;0
17.10.2016;483;36;92;92;1010379.2126;982620.2126;27759.0;4;0.0;448;689820.2126000001;O;1
26.12.2016;54;19;82;82;101138.83;44138.83;57000.0;4;3.0;49;42638.83;O;1
02.07.2017;135;12;92;92;101383.82999999999;101383.82999999999;0.0;4;0.0;133;87423.82999999999;O;1
04.03.2017;9;3;13;11;1014070.81;1014070.81;0.0;1;0.0;2;12970.81;O;0
06.08.2017;99;21;91;91;1014217.13;675727.13;338490.0;4;0.0;91;675727.1299999999;O;1
11.09.2017;152;24;91;91;1014650.6798;416013.31980000006;598637.36;4;16.0;116;342136.31979999994;D;0
20.03.2017;30;5;52;18;1014702.8;1011102.8;3600.0;2;2.0;15;7302.8;D;0
15.10.2017;116;13;90;90;1015246.13;753946.13;261300.0;4;6.0;64;113116.12999999999;O;1
22.10.2016;53;16;45;45;101586.38;71586.38;30000.0;3;1.0;52;71586.38;O;0
11.06.2017;368;50;91;88;1016537.06;471977.06000000006;544560.0;4;18.0;337;256977.0599999999;CC;1
11.11.2016;11;4;63;51;101657.8;4157.800000000003;97500.0;3;5.0;6;4157.8;D;1
08.10.2017;169;18;84;70;1017634.8700000001;922679.23;94955.64000000013;4;3.0;149;79761.79;CC;0
17.06.2017;5;4;7;4;101836.0;50836.0;51000.0;1;0.0;4;50836.0;O;0
23.02.2017;61;13;91;88;101856.62999999999;101856.62999999999;0.0;4;0.0;59;100203.28;E;0
25.07.2017;35;7;89;73;1018972.7;1018972.7;0.0;4;0.0;11;178472.7;AA;1
06.12.2016;3;2;147;7;10198.0;1198.0;9000.0;3;1.0;2;1198.0;O;0
12.12.2016;26;3;58;6;1020314.85;1020314.85;0.0;3;0.0;2;70.0;CC;0
08.05.2017;82;19;87;87;102075.54000000001;102075.54000000001;0.0;4;0.0;81;101075.54;O;1
18.11.2016;12;2;70;0;1020817.28;1020817.28;0.0;3;0.0;1;817.28;A;1
16.05.2017;108;23;92;92;1021353.19;1021353.19;0.0;4;0.0;63;141853.19;O;1
13.06.2017;180;26;92;88;1021540.2799999999;757540.28;263999.9999999999;4;0.0;117;326040.2799999999;A;1
02.06.2017;127;31;77;77;1021876.26;1021384.26;492.0;4;0.0;115;581884.26;O;1
15.08.2017;25;11;28;27;102348.37040000001;50048.37040000001;52300.00000000001;2;2.0;23;50048.37039999999;D;0
05.09.2017;76;19;113;86;1024131.64;1024131.64;0.0;4;0.0;57;135631.64;A;1
02.07.2017;3;3;0;0;1025.0;519.0;506.0;1;0.0;2;519.0;O;0
02.02.2017;95;13;89;89;1025332.2299999999;1025332.2299999999;0.0;4;0.0;56;99832.23000000001;A;1
20.12.2016;169;22;84;80;1025349.7633999998;744855.7633999999;280493.9999999999;4;10.0;119;123691.89339999999;A;0
15.04.2017;82;17;86;86;1025819.22;780819.22;245000.0;4;3.0;79;780819.22;O;1
30.12.2016;30;9;90;90;1026078.8200000001;492578.82000000007;533500.0;4;7.0;23;492578.82;O;1
21.11.2016;13;6;60;53;102609.32000000002;52609.320000000014;50000.00000000001;3;1.0;10;40444.32;E;0
16.06.2017;15;9;90;90;102768.66999999998;47768.66999999999;54999.99999999999;4;3.0;12;47768.670000000006;O;1
15.03.2017;22;2;32;0;1028480.0;1028480.0;0.0;2;0.0;1;80.0;AA;0
14.03.2017;20;7;89;80;102904.09;40904.09;62000.0;4;3.0;8;18429.09;O;0
17.03.2017;80;27;93;89;1029065.4299999999;1029065.4299999999;0.0;4;0.0;51;115206.43;A;1
02.05.2017;86;14;91;90;1029203.25;1005203.25;24000.0;4;1.0;30;273479.25;O;1
24.04.2017;152;20;90;90;1029657.08;1029276.08;381.0;4;0.0;139;472176.08;O;1
08.01.2017;183;25;91;90;1029950.1400000001;518950.1400000001;511000.00000000006;4;16.0;156;175950.13999999996;D;1
03.11.2016;173;33;92;74;1030126.55;691526.55;338600.0;4;14.0;146;204601.55;D;1
22.05.2017;6;4;49;0;103062.0;53031.0;50031.0;2;1.0;1;50000.0;E;0
16.11.2016;4;3;55;53;103063.73;53063.729999999996;50000.0;2;1.0;2;50063.73;AA;0
13.08.2017;13;6;11;2;103072.11;15982.650000000001;87089.45999999999;1;0.0;6;5982.65;BBB;0
02.01.2017;55;20;71;71;1031596.7372000002;636196.7372000001;395400.0000000001;4;4.0;43;207749.9572;O;1
16.12.2016;120;20;77;76;1031663.3071;696462.2171;335201.08999999997;3;2.0;67;218723.21709999998;CC;0
18.03.2017;12;8;35;35;10322.15;8722.15;1600.0;2;1.0;11;8722.15;D;0
30.08.2017;55;23;89;56;1032809.5134;1032809.5134;0.0;4;0.0;42;35309.5134;CC;0
13.05.2017;8;6;81;81;103336.22;28336.22;75000.0;3;1.0;5;18336.22;O;1
30.09.2017;59;24;92;92;1033651.46;552446.46;481205.0;4;9.0;48;552446.4600000001;O;1
23.04.2017;122;25;89;60;103393.07999999999;99973.07999999999;3420.0;3;0.0;116;86214.77;CC;0
01.08.2017;126;26;88;83;1034776.85;304776.85;730000.0;3;21.0;103;225276.84999999998;D;1
23.02.2017;203;46;90;90;1036373.2204000001;611247.7744;425125.4460000001;4;7.0;176;354247.7744;O;1
22.03.2017;17;6;41;41;1036543.7372000001;1036543.7372000001;0.0;2;0.0;7;31543.737200000003;O;0
20.10.2016;16;7;18;18;10378.91;5478.91;4900.0;2;3.0;13;5478.91;O;0
22.11.2016;39;15;41;41;103829.2654;68281.7654;35547.5;2;4.0;32;68081.7654;O;0
23.12.2016;56;9;90;90;103911.26;63871.46;40039.799999999996;3;1.0;54;63871.460000000014;O;1
14.08.2017;60;14;66;66;103930.45000000001;103930.45000000001;0.0;2;0.0;60;103930.45;O;1
21.04.2017;79;22;89;63;1039828.47;600728.47;439100.0;4;10.0;55;200328.47;AA;0
12.01.2017;20;11;37;37;103987.72;47487.72;56500.0;2;4.0;16;47487.72;O;0
29.11.2016;45;10;92;66;1041080.88;355980.88;685100.0;4;7.0;19;242980.88000000003;CC;1
03.05.2017;110;29;91;91;1041326.0528000001;1040386.9528000001;939.0999999999767;4;0.0;107;975386.9527999999;O;1
09.04.2017;72;16;66;66;104144.76999999999;104144.76999999999;0.0;3;0.0;69;86644.76999999999;O;0
25.02.2017;48;11;88;88;1042243.2899999999;1037062.99;5180.29999999993;4;0.0;17;157962.99;O;1
17.03.2017;50;10;92;92;1042332.25;1029582.25;12750.0;4;0.0;17;107064.24999999999;O;1
20.01.2017;26;8;65;62;1042364.25;1042364.25;0.0;3;0.0;10;170364.25;A;1
31.08.2017;48;14;67;41;1042581.06;384581.06000000006;658000.0;3;20.0;18;154831.06;D;1
11.07.2017;149;30;89;74;1043444.7888000001;808444.7888;235000.00000000012;3;9.0;125;247127.38880000002;A;1
14.02.2017;65;20;80;80;104372.04;93031.54000000001;11340.499999999985;3;3.0;61;93031.54000000001;O;1
02.02.2017;10;3;48;41;1043750.0;1043750.0;0.0;3;0.0;2;3150.0;A;0
01.06.2017;98;18;96;90;1044090.46;658090.46;386000.0;5;11.0;72;51790.46;AA;1
14.01.2017;99;21;89;83;104488.58;97988.58;6500.0;4;4.0;91;91209.22999999998;O;0
27.04.2017;33;9;58;58;1044896.24;1044896.24;0.0;3;0.0;22;9096.24;O;0
09.04.2017;91;23;89;89;104503.18389999999;79203.18389999999;25300.0;4;6.0;82;60203.18389999999;O;1
21.05.2017;100;19;90;88;1045560.732;1025560.732;20000.0;4;0.0;84;158260.732;O;0
27.08.2017;203;32;91;91;1045761.9075;1045461.9075;300.0;4;0.0;182;405111.9075;O;1
03.02.2018;89;12;60;60;104655.75000000001;104655.75000000001;0.0;4;0.0;89;104655.75;O;1
21.03.2017;11;5;83;83;104750.49;78750.49;26000.0;2;2.0;5;15950.49;O;1
09.03.2017;175;32;92;92;1047589.5299999999;379589.5299999999;668000.0;4;9.0;164;379589.52999999997;O;1
15.04.2017;226;35;91;91;1048763.4009999998;588763.401;459999.9999999999;4;6.0;217;428763.40099999995;O;1
26.08.2017;10;6;56;28;105000.0;80000.0;25000.0;2;3.0;5;74875.16;E;0
25.01.2017;78;25;74;74;105017.7;104517.7;500.0;3;0.0;75;90017.7;O;0
29.05.2017;85;16;77;77;105194.1;78194.1;27000.0;3;4.0;81;78194.10000000002;O;0
10.04.2017;183;21;119;92;1051962.99;437967.99;613995.0;5;11.0;114;105286.99;O;1
08.06.2017;5;5;148;42;105364.0;105364.0;0.0;4;0.0;2;73364.0;O;0
24.10.2017;144;24;93;89;1053862.1;1053852.62;9.479999999981374;4;0.0;129;426852.62000000005;O;1
01.07.2017;2;2;59;0;105394.96;105394.96;0.0;2;0.0;1;79046.96;A;0
10.07.2017;44;9;124;69;1053983.1099999999;915383.1099999999;138600.0;5;7.0;11;127383.11;A;1
02.03.2017;189;20;90;90;1054481.06;518481.06;536000.0;4;5.0;182;486231.06;O;1
19.12.2016;120;19;87;87;1054706.7999999998;993686.7999999998;61020.0;4;4.0;102;80686.79999999999;O;1
19.06.2017;128;16;91;91;105527.09;105527.09;0.0;4;0.0;125;76027.09000000001;O;1
05.03.2017;1;1;0;0;1057.88;1057.88;0.0;1;0.0;1;1057.88;O;0
16.03.2017;27;8;34;3;1057980.5699999998;1057980.5699999998;0.0;2;0.0;11;4980.57;A;0
25.07.2017;42;10;29;9;105815.95;56905.42;48910.53;2;0.0;34;51852.01000000001;CC;0
08.04.2017;37;6;84;77;1062752.87;768152.8700000001;294600.0;3;1.0;8;222479.87;CC;1
12.06.2017;221;33;92;92;1062911.0062000002;1037801.0062000002;25110.0;4;0.0;205;450301.0062;O;1
12.04.2017;79;10;92;91;1064459.4;962459.3999999999;102000.0;4;0.0;50;156559.4;O;1
24.02.2017;208;30;81;73;1064913.2149999999;823303.2149999999;241610.0;3;0.0;178;804408.4750000001;F;0
25.12.2016;64;23;70;70;106510.89;49210.89;57300.0;4;11.0;51;45210.88999999999;O;0
11.12.2017;88;11;48;48;1066477.42;1016377.4199999999;50100.0;2;2.0;78;152377.41999999998;O;0
12.03.2017;23;6;72;72;106658.87730000001;106658.87730000001;0.0;2;0.0;23;106658.87730000001;O;0
29.12.2016;19;3;37;5;1068500.0;1068500.0;0.0;3;0.0;2;3500.0;A;0
20.05.2017;37;10;87;87;106929.7;106929.7;0.0;4;0.0;36;101929.7;O;1
17.07.2017;8;2;34;6;107000.0;55000.0;52000.0;2;3.0;4;52000.0;AA;0
23.12.2017;27;7;72;3;1071743.97;1031743.97;40000.0;3;0.0;15;12443.970000000001;A;0
29.06.2017;54;20;92;92;1072606.33;1072606.33;0.0;4;0.0;48;862606.3300000002;O;1
09.03.2018;35;14;79;79;107284.21;57284.21000000001;50000.0;3;1.0;34;57284.21;O;1
09.06.2017;131;23;73;73;107302.29;105904.29;1398.0;4;0.0;120;80904.29000000001;O;1
06.12.2016;76;21;85;85;107350.04999999999;53712.049999999996;53637.99999999999;4;4.0;53;47756.049999999996;O;1
18.04.2017;2;2;65;0;107360.1956;107360.1956;0.0;2;0.0;1;8555.195600000001;A;1
06.09.2017;172;26;91;91;1073688.63;948680.6299999999;125008.0;4;6.0;133;486392.63;O;1
09.11.2016;6;3;7;6;10743.0;10743.0;0.0;1;0.0;2;343.0;E;0
10.08.2017;108;19;92;92;1075939.44;525939.44;550000.0;4;11.0;79;95439.44;O;1
26.05.2017;242;51;92;86;1076191.0;511293.23000000004;564897.77;4;0.0;225;278493.23000000004;O;1
25.01.2017;72;19;52;52;1077536.6600000001;1076456.6600000001;1080.0;3;0.0;59;96456.65999999999;O;0
23.12.2017;149;10;90;90;1078262.4;1078262.4;0.0;4;0.0;118;152262.4;O;1
14.08.2017;61;15;92;81;1078514.7920000001;978514.7920000001;100000.0;4;1.0;46;111974.79199999999;CC;1
29.07.2017;25;9;51;51;108035.91;108035.91;0.0;3;0.0;23;57535.91;O;0
18.04.2017;16;8;78;71;108219.79;63219.78999999999;45000.0;4;1.0;15;63219.79;O;1
19.04.2017;46;10;94;90;1082900.7400000002;321500.7400000001;761400.0000000001;5;7.0;16;86700.74;O;1
22.11.2016;10;3;16;15;1083234.0;1083234.0;0.0;2;0.0;2;2434.0;AA;0
28.12.2016;117;19;90;90;108384.45;66454.45;41930.0;4;1.0;79;43884.450000000004;O;1
04.02.2017;166;18;119;90;1084572.05;855712.05;228860.0;5;13.0;137;146512.05;O;1
07.03.2017;21;3;65;46;1084836.0;546918.0;537918.0;3;0.0;3;267669.0;CC;0
18.06.2017;2;2;38;0;108500.0;108500.0;0.0;2;0.0;1;8500.0;O;0
26.05.2017;26;7;127;90;1085185.96;1085185.96;0.0;5;0.0;8;2685.96;O;0
08.09.2017;119;30;73;73;1085629.83;639965.1000000001;445664.73;3;0.0;92;216480.1;O;0
12.07.2017;203;26;92;92;1086168.34;928058.3400000001;158110.0;4;11.0;153;325458.33999999997;O;0
28.10.2016;78;12;90;71;1087321.6199999999;562321.62;524999.9999999999;4;10.0;47;205921.62000000002;D;1
27.06.2017;249;34;92;92;1088159.6381;802159.6381000001;286000.0;4;5.0;217;615972.4381000001;O;1
05.07.2017;5;3;26;1;108845.0;108645.0;200.0;2;1.0;2;145.0;AA;0
19.01.2017;72;16;90;90;108963.04000000001;55963.04000000001;53000.0;4;1.0;69;55663.04;A;0
16.02.2017;17;8;86;80;109100.0;52738.5;56361.5;3;5.0;10;52738.5;D;1
26.06.2017;138;26;90;89;109153.45999999999;109024.91;128.54999999998836;4;0.0;121;78269.90999999997;BBB;1
05.09.2017;57;16;90;90;109218.01999999999;109218.01999999999;0.0;4;0.0;55;84218.01999999999;O;1
06.02.2017;18;3;4;0;1093900.0;1053400.0;40500.0;1;0.0;1;500.0;CC;0
21.07.2017;26;11;89;89;10940.66;10940.66;0.0;4;0.0;26;10940.66;O;1
02.05.2017;151;21;92;92;1094971.3;599971.3;495000.0;4;15.0;136;599971.3;O;1
17.01.2017;290;43;92;92;1095896.11;484047.97000000003;611848.1400000001;4;9.0;276;483947.97000000026;O;1
13.07.2017;15;4;28;28;10977.11;5977.110000000001;5000.0;2;1.0;14;5977.11;O;0
06.02.2017;210;36;92;92;1097991.98;819791.98;278200.0;4;7.0;197;699791.9799999999;O;0
21.05.2017;29;7;86;86;109863.54;109863.54;0.0;4;0.0;21;47863.54;O;1
16.04.2017;13;7;79;79;11001.05;10001.05;1000.0;4;0.0;10;1101.05;O;0
03.03.2017;120;26;90;90;110016.94;84116.94;25900.0;4;2.0;113;68116.94;O;1
18.04.2017;134;25;92;92;1102364.39;830265.3899999999;272099.0;4;5.0;108;432891.5;O;1
26.04.2017;13;2;214;0;1102364.4;1102264.4;100.0;4;1.0;1;2264.4;O;0
08.01.2017;35;14;89;84;110248.39000000001;55548.39000000001;54700.00000000001;4;3.0;27;33948.38999999999;F;0
02.11.2016;46;11;63;63;1102776.28;1102136.28;640.0;3;0.0;39;102136.28;A;1
18.02.2017;24;10;36;36;110386.13999999998;110386.13999999998;0.0;2;0.0;24;110386.14;O;0
20.07.2017;52;17;78;78;110433.74500000002;108233.74500000002;2200.0;4;0.0;51;108233.74499999998;O;1
07.11.2016;62;19;36;36;110467.2353;55967.2353;54500.0;2;3.0;58;55967.2353;O;0
06.01.2017;242;40;91;91;1105583.8599999999;1077149.5299999998;28434.330000000075;3;0.0;236;942149.5300000001;O;1
09.08.2017;58;6;86;59;1106149.46;1106149.46;0.0;4;0.0;37;4389.46;CC;1
25.01.2017;40;7;260;64;1106460.77;1106460.77;0.0;10;0.0;5;79968.77;A;1
06.12.2017;13;2;140;0;1108093.5;1108093.5;0.0;5;0.0;1;203.5;A;0
06.10.2017;26;6;29;15;1108684.9;1103684.9;5000.0;2;0.0;10;3984.9;A;0
17.04.2017;81;19;55;55;110885.17;56085.17;54800.0;3;3.0;68;31735.17;O;0
15.10.2017;148;21;87;86;110891.48999999999;107193.48999999999;3698.0;3;0.0;113;73393.49000000002;O;1
28.06.2017;245;28;92;90;1110321.66;479321.66;631000.0;4;20.0;222;228321.66;A;1
01.07.2017;41;8;89;74;111063.514;61063.513999999996;50000.0;4;1.0;20;17063.514000000003;BBB;1
03.11.2016;59;14;87;87;111072.0;64072.0;47000.0;3;2.0;57;64071.99999999999;O;1
03.12.2016;126;20;83;79;111098.0;70098.0;41000.0;4;8.0;117;65098.0;CC;1
16.08.2017;100;21;97;92;1111143.6600000001;946143.6600000001;165000.0;4;4.0;80;186143.65999999997;O;1
21.11.2016;2;2;0;0;1113.0;513.0;600.0;1;1.0;1;513.0;D;1
21.07.2017;5;4;1;1;111407.93000000001;36407.93000000001;75000.0;1;1.0;4;36407.93;O;0
05.01.2017;19;6;61;18;111485.0;91485.0;20000.0;3;0.0;13;25485.0;A;0
06.07.2017;20;4;111;4;111503.26;2591.0;108912.26;5;7.0;8;1591.0;D;1
28.12.2016;27;11;90;90;111863.36;91863.36;20000.0;4;0.0;20;19863.360000000004;O;1
05.02.2017;35;12;91;77;111893.01000000001;27493.01000000001;84400.0;4;4.0;24;11393.01;A;0
08.04.2017;3;3;0;0;112138.95;112138.95;0.0;1;0.0;2;12138.95;A;1
05.01.2017;39;13;11;11;112198.35999999999;112198.35999999999;0.0;2;0.0;39;112198.36;O;1
09.02.2017;107;21;81;79;1123729.31;1122729.31;1000.0;3;0.0;72;148479.30999999997;O;1
14.04.2017;49;14;64;64;112384.35;62313.90000000001;50070.45;3;2.0;44;49813.90000000001;O;0
07.09.2017;463;36;89;89;1124343.9899999998;688043.9899999999;436299.9999999999;3;24.0;374;200956.1099999999;O;0
02.11.2017;68;11;108;92;112557.20999999999;111557.20999999999;1000.0;5;0.0;33;8665.939999999999;O;1
30.06.2017;77;18;83;40;112647.13;108209.53;4437.600000000006;3;0.0;73;69209.53;A;0
07.11.2016;2;1;0;0;1128.0;1128.0;0.0;1;0.0;2;1128.0;O;0
10.05.2017;8;7;57;57;112825.2;89525.2;23300.0;3;1.0;7;89525.2;O;1
07.01.2017;24;12;13;11;112863.3628;112863.3628;0.0;2;0.0;20;44547.3628;CC;0
31.03.2017;46;13;89;89;1129099.0;1129099.0;0.0;4;0.0;33;201099.0;O;1
08.07.2017;257;22;92;92;112910.06999999999;107910.07;4999.999999999985;4;0.0;256;107910.06999999999;O;1
23.09.2017;59;21;59;59;1129767.6463;1129767.6463;0.0;3;0.0;59;1129767.6463;O;1
19.09.2017;142;19;115;92;1130339.92;1128439.92;1900.0;5;0.0;126;79639.92000000001;O;1
05.12.2016;20;5;90;54;113048.58;113048.58;0.0;4;0.0;12;6448.58;O;0
04.04.2017;11;8;61;61;113185.76000000001;58185.76;55000.00000000001;3;1.0;9;58185.759999999995;O;1
05.04.2017;25;9;56;8;11323.81;5773.8099999999995;5550.0;3;1.0;16;3073.81;CC;0
07.09.2017;69;17;92;91;113341.08;88742.08;24599.0;4;1.0;59;41742.08;O;1
03.02.2017;120;28;92;92;1133482.73;556887.73;576595.0;4;22.0;97;556887.73;O;1
07.04.2017;47;18;47;40;113400.15049999999;113400.15049999999;0.0;2;0.0;45;82400.1505;A;1
18.02.2017;65;4;55;55;11344.34;11344.34;0.0;3;0.0;65;11344.34;O;0
04.11.2016;77;19;76;76;113554.11;113554.11;0.0;4;0.0;77;113554.11000000002;O;1
25.07.2017;33;12;77;77;113660.0672;61660.067200000005;52000.0;4;11.0;22;61660.067200000005;O;0
09.08.2017;133;27;91;91;1138705.9300000002;1037836.93;100869.00000000012;4;0.0;93;470036.93;O;1
19.06.2017;208;25;92;92;1139666.8149;1139597.7049;69.11000000010245;4;0.0;179;465497.70489999995;A;1
10.06.2017;14;6;87;4;113981.51000000001;53981.51;60000.00000000001;3;3.0;8;3781.51;CC;1
13.12.2016;20;11;100;90;114095.59;114095.59;0.0;5;0.0;13;27695.59;O;1
21.05.2017;136;36;91;90;1141434.9;961072.8999999999;180362.0;4;2.0;112;243885.9;A;1
29.06.2017;18;4;199;91;1141750.0;1136750.0;5000.0;8;0.0;3;7250.0;O;1
27.01.2017;36;10;90;90;114233.83;86533.83;27700.0;4;1.0;17;13313.829999999998;A;1
28.10.2017;7;4;14;12;1143.6;1143.6;0.0;2;0.0;6;1093.6;O;0
16.11.2016;90;13;83;83;114556.93000000001;67556.93000000001;47000.0;3;3.0;87;67556.93000000001;O;0
07.01.2017;38;4;88;13;1146175.41;532415.4099999999;613760.0;4;15.0;2;5115.41;D;1
22.05.2017;131;20;89;89;114642.13;114642.13;0.0;4;0.0;126;68642.12999999999;A;1
20.05.2017;3;2;78;0;1147.95;147.95000000000005;1000.0;2;1.0;2;147.95;O;0
26.01.2017;17;3;67;3;1147425.4;1062425.4;85000.0;3;0.0;2;1325.4;AA;0
08.08.2017;211;26;80;80;1147824.12;1045039.1200000001;102785.0;4;3.0;187;416839.11999999994;O;1
06.04.2017;262;27;88;88;1149519.38;983639.3799999999;165880.0;4;3.0;216;400731.37999999995;O;1
23.08.2017;10;7;79;45;114956.9;79956.9;35000.0;3;2.0;8;79956.9;O;0
09.06.2017;139;22;90;90;1153750.67;791750.52;362000.1499999999;4;11.0;123;291750.52;O;0
13.07.2017;25;9;70;69;1153880.06;581880.06;572000.0;3;11.0;9;16880.059999999998;O;1
08.06.2017;102;13;87;80;115418.72;52054.18;63364.54;4;6.0;87;52054.18;F;1
06.12.2016;12;8;25;22;11546.57;5535.1;6011.469999999999;1;0.0;10;4535.1;O;1
28.06.2017;120;33;92;92;1156305.12;1103175.12;53130.0;4;4.0;90;375175.12000000005;O;1
17.09.2017;82;19;92;92;115676.29999999999;115676.29999999999;0.0;4;0.0;77;72976.3;O;1
03.03.2017;99;31;90;90;1157138.5899999999;1029138.5899999999;128000.0;4;3.0;86;659138.5900000001;O;1
08.09.2017;136;19;95;92;115742.40000000001;115742.40000000001;0.0;4;0.0;108;73382.4;O;1
19.02.2018;17;11;55;55;115855.97;115855.97;0.0;2;0.0;15;109855.97;O;1
24.07.2017;18;2;93;0;115876.55;99876.55;16000.0;4;2.0;1;176.55;BBB;1
31.05.2017;65;11;90;90;116216.66;107316.66;8900.0;4;0.0;44;29816.660000000003;O;1
30.06.2017;3;3;0;0;11625.4;11625.4;0.0;1;0.0;2;1625.4;A;0
11.06.2017;256;29;92;92;1165013.1599999997;1165013.1599999997;0.0;4;0.0;226;762713.16;A;1
29.11.2016;35;10;91;91;116556.39;116556.39;0.0;4;0.0;35;116556.39;O;0
21.12.2016;194;18;88;87;1166212.81;1159412.81;6800.0;4;0.0;167;692912.8099999998;A;1
03.06.2017;2;2;10;10;1167.0;1167.0;0.0;1;0.0;2;1167.0;O;0
15.06.2017;26;3;86;19;1167070.0;1097070.0;70000.0;4;0.0;2;70.0;AA;0
31.03.2018;107;21;90;89;1168907.55;1168869.6800000002;37.86999999987893;4;0.0;94;288869.68000000005;A;0
26.06.2017;106;23;89;84;1169108.96;642464.96;526644.0;4;5.0;67;187164.96000000002;BBB;1
18.08.2017;247;28;91;84;1170225.33;904558.3300000001;265667.0;4;9.0;183;209858.32999999987;CC;1
13.07.2017;32;11;89;77;117066.74;73578.32;43488.42;4;0.0;25;73578.32;F;1
26.03.2017;10;2;54;0;1170893.9221;1170893.9221;0.0;3;0.0;1;8288.4221;BBB;0
07.05.2017;161;12;91;91;117219.34000000001;117219.34000000001;0.0;4;0.0;149;48519.34000000004;O;1
01.08.2017;162;32;92;92;1174875.7105999999;1174585.7105999999;290.0;4;0.0;142;344585.71059999993;O;1
20.08.2017;14;7;13;13;117492.12;57492.119999999995;60000.0;2;4.0;9;18492.12;O;0
21.02.2017;4;2;75;75;117589.98999999999;117589.98999999999;0.0;2;0.0;4;117589.98999999999;O;0
03.08.2017;56;15;67;67;1176220.19;1176220.19;0.0;3;0.0;48;56220.189999999995;O;0
21.07.2017;155;30;92;92;1176347.9900000002;280347.9900000001;896000.0000000001;4;20.0;134;280347.99;O;1
09.01.2017;165;34;91;90;1176613.5;437113.5;739500.0;4;23.0;138;353713.50000000006;O;1
03.01.2017;100;15;73;73;117699.25999999998;59899.25999999999;57799.99999999999;3;3.0;95;59899.26;O;0
17.01.2017;85;13;71;71;117735.06999999999;117735.06999999999;0.0;4;0.0;85;117735.06999999999;O;1
31.01.2017;57;14;92;92;1179284.67;1174119.67;5165.0;4;0.0;22;245447.16999999998;O;1
15.02.2017;67;23;89;89;117975.95;114675.95;3300.0;4;0.0;60;107675.95000000001;O;1
17.09.2017;3;3;144;0;1180.0;80.0;1100.0;3;1.0;1;80.0;F;0
30.12.2016;83;10;70;70;1183129.3499999999;885429.3499999999;297700.0;4;16.0;66;885429.35;O;1
06.02.2017;125;16;105;90;1183246.4912999999;1183246.4912999999;0.0;5;0.0;112;164672.4913;O;1
10.07.2017;41;16;142;76;118342.56;107842.56;10500.0;6;0.0;32;38142.560000000005;O;1
03.12.2016;135;22;90;90;1183829.32;258829.32000000007;925000.0;4;18.0;117;258829.31999999998;O;1
17.04.2017;31;3;81;76;1184748.52;1054708.52;130040.0;3;10.0;3;216000.0;A;0
18.09.2017;33;15;90;90;118552.87;114652.87;3900.0;3;0.0;30;79152.87000000001;O;1
08.02.2017;128;19;94;88;1185976.665;849576.665;336400.0;4;8.0;88;102674.66499999998;CC;1
20.08.2017;43;20;91;91;118642.06;118642.06;0.0;4;0.0;36;53642.06;O;1
14.08.2017;76;19;63;53;1186571.4275;1117471.4275;69100.0;3;0.0;66;197471.42750000002;F;0
19.06.2017;95;28;87;79;1186699.1533000004;1186699.1533000004;0.0;4;0.0;84;371965.7533000001;A;1
09.07.2017;205;27;92;92;1187013.14;776463.1399999999;410550.0;4;9.0;180;256463.14;D;1
