iter	Accuracy	Logloss	F1
617	0.8754208754	0.3358281659	0.8310502283
618	0.8771043771	0.3355885519	0.8337129841
619	0.8787878788	0.3354521332	0.8363636364
620	0.8787878788	0.3352750924	0.8363636364
621	0.8787878788	0.3352750823	0.8363636364
622	0.8771043771	0.3347645616	0.8344671202
623	0.8787878788	0.3344911283	0.8363636364
624	0.8787878788	0.3342172161	0.8363636364
625	0.8787878788	0.3341692567	0.8363636364
626	0.8787878788	0.3339854448	0.8363636364
627	0.8787878788	0.3337187201	0.8363636364
628	0.8804713805	0.3335437236	0.8382687927
629	0.8821548822	0.3329659596	0.8401826484
630	0.8821548822	0.3328555877	0.8401826484
631	0.8821548822	0.3328053429	0.8401826484
632	0.8821548822	0.3326635908	0.8401826484
633	0.8821548822	0.3326394791	0.8401826484
634	0.8821548822	0.3326372111	0.8401826484
635	0.8821548822	0.3325023832	0.8401826484
636	0.8821548822	0.3323136832	0.8401826484
637	0.8804713805	0.3321004332	0.8382687927
638	0.8838383838	0.3317121284	0.8428246014
639	0.8838383838	0.331600729	0.8428246014
640	0.8855218855	0.3312565373	0.8447488584
641	0.8855218855	0.3311375831	0.8447488584
642	0.8855218855	0.3311285807	0.8447488584
643	0.8855218855	0.3309321866	0.8447488584
644	0.8855218855	0.3309279265	0.8447488584
645	0.8855218855	0.3306909649	0.8447488584
646	0.8855218855	0.3306496695	0.8447488584
647	0.8855218855	0.3305573523	0.8447488584
648	0.8855218855	0.3305531613	0.8447488584
649	0.8872053872	0.330391022	0.84738041
650	0.8872053872	0.3301147638	0.84738041
651	0.8872053872	0.3299855935	0.84738041
652	0.8872053872	0.3297838904	0.84738041
653	0.8872053872	0.329511504	0.84738041
654	0.8872053872	0.3293502788	0.84738041
655	0.8872053872	0.3291871364	0.84738041
656	0.8872053872	0.3290461012	0.84738041
657	0.8872053872	0.3289087744	0.84738041
658	0.8872053872	0.3286243058	0.84738041
659	0.8872053872	0.3284116155	0.84738041
660	0.8872053872	0.3282506979	0.84738041
661	0.8872053872	0.3281077624	0.84738041
662	0.8872053872	0.3281072969	0.84738041
663	0.8872053872	0.3280236187	0.84738041
664	0.8872053872	0.3278567327	0.84738041
665	0.8872053872	0.3277523215	0.84738041
666	0.8872053872	0.3277319763	0.84738041
667	0.8872053872	0.3275800467	0.84738041
668	0.8872053872	0.327410274	0.84738041
669	0.8872053872	0.3274066973	0.84738041
670	0.8872053872	0.3272905015	0.84738041
671	0.8872053872	0.3272735414	0.84738041
672	0.8872053872	0.3271059127	0.84738041
673	0.8872053872	0.3269812061	0.84738041
674	0.8872053872	0.3266322768	0.84738041
675	0.8888888889	0.3263105647	0.8493150685
676	0.8888888889	0.3262047759	0.8493150685
677	0.8888888889	0.3259390655	0.8493150685
678	0.8888888889	0.3255778278	0.8493150685
679	0.8888888889	0.3251120611	0.8493150685
680	0.8888888889	0.3251114282	0.8493150685
681	0.8888888889	0.3251107989	0.8493150685
682	0.8888888889	0.3249879554	0.8493150685
683	0.8888888889	0.3247221577	0.8493150685
684	0.8888888889	0.3245345497	0.8493150685
685	0.8888888889	0.324521996	0.8493150685
686	0.8888888889	0.3243683594	0.8493150685
687	0.8888888889	0.3239551949	0.8493150685
688	0.8888888889	0.3237151615	0.8493150685
689	0.8888888889	0.3234634424	0.8493150685
690	0.8888888889	0.3233549539	0.8493150685
691	0.8888888889	0.3232312925	0.8493150685
692	0.8888888889	0.3231110427	0.8493150685
693	0.8888888889	0.323013755	0.8493150685
694	0.8888888889	0.3229372286	0.8493150685
695	0.8888888889	0.3228200266	0.8493150685
696	0.8888888889	0.3223574502	0.8493150685
697	0.8888888889	0.3221527508	0.8493150685
698	0.8888888889	0.3220123065	0.8493150685
699	0.8888888889	0.3218639718	0.8493150685
700	0.8888888889	0.3216621997	0.8493150685
701	0.8888888889	0.3212957233	0.8493150685
702	0.8888888889	0.321271488	0.8493150685
703	0.8888888889	0.320744755	0.8493150685
704	0.8872053872	0.3206090641	0.84738041
705	0.8872053872	0.3204929722	0.84738041
706	0.8888888889	0.320081528	0.85
707	0.8888888889	0.3199921109	0.85
708	0.8888888889	0.3199264003	0.85
709	0.8888888889	0.3198055974	0.85
710	0.8888888889	0.3194982899	0.85
711	0.8888888889	0.3192942135	0.85
712	0.8888888889	0.3191964163	0.85
713	0.8905723906	0.3190573672	0.8526077098
714	0.8905723906	0.3190063774	0.8526077098
715	0.8905723906	0.318971647	0.8526077098
716	0.8905723906	0.3188904372	0.8526077098
717	0.8905723906	0.3187296182	0.8526077098
718	0.8905723906	0.3186409167	0.8526077098
719	0.8905723906	0.3185608285	0.8526077098
720	0.8922558923	0.318326419	0.8545454545
721	0.8922558923	0.3182225346	0.8545454545
722	0.8922558923	0.3181226351	0.8545454545
723	0.8922558923	0.3180805899	0.8545454545
724	0.8905723906	0.3177963473	0.8526077098
725	0.8905723906	0.3176902809	0.8526077098
726	0.8888888889	0.3174241084	0.850678733
727	0.8905723906	0.3172979124	0.8526077098
728	0.8905723906	0.3172353308	0.8526077098
729	0.8922558923	0.3168647093	0.8545454545
730	0.8922558923	0.3167052749	0.8545454545
731	0.8939393939	0.3166018063	0.8571428571
732	0.8939393939	0.3165990509	0.8571428571
733	0.8939393939	0.3165295045	0.8571428571
734	0.8939393939	0.3165020605	0.8571428571
735	0.8939393939	0.3162466532	0.8571428571
736	0.8939393939	0.3162055109	0.8571428571
737	0.8922558923	0.3159279423	0.8552036199
738	0.8922558923	0.3157705378	0.8552036199
739	0.8939393939	0.3155161058	0.8571428571
740	0.8939393939	0.3155077143	0.8571428571
741	0.8939393939	0.3154176652	0.8571428571
742	0.8939393939	0.3153044323	0.8571428571
743	0.8939393939	0.3151160869	0.8571428571
744	0.8939393939	0.3148938765	0.8571428571
745	0.8939393939	0.314639914	0.8571428571
746	0.8939393939	0.3145896082	0.8571428571
747	0.8939393939	0.314410792	0.8571428571
748	0.8939393939	0.3143926925	0.8571428571
749	0.8939393939	0.3141045116	0.8571428571
750	0.8939393939	0.3141020238	0.8571428571
751	0.8939393939	0.3140481019	0.8571428571
752	0.8939393939	0.3138744705	0.8571428571
753	0.8939393939	0.3135101907	0.8571428571
754	0.8939393939	0.313295967	0.8571428571
755	0.8939393939	0.3132266315	0.8571428571
756	0.8939393939	0.3131213521	0.8571428571
757	0.8939393939	0.3129197787	0.8571428571
758	0.8939393939	0.3128349138	0.8571428571
759	0.8939393939	0.3127807801	0.8571428571
760	0.8956228956	0.3126507202	0.8590909091
761	0.8939393939	0.3124113119	0.8571428571
762	0.8939393939	0.3123432928	0.8571428571
763	0.8939393939	0.3120941825	0.8571428571
764	0.8939393939	0.3120531421	0.8571428571
765	0.8939393939	0.3118580159	0.8571428571
766	0.8939393939	0.3118515511	0.8571428571
767	0.8939393939	0.3116303825	0.8571428571
768	0.8939393939	0.3115559484	0.8571428571
769	0.8939393939	0.3114977801	0.8571428571
770	0.8939393939	0.3113898574	0.8571428571
771	0.8939393939	0.310979375	0.8571428571
772	0.8939393939	0.3108623553	0.8571428571
773	0.8939393939	0.3107845053	0.8571428571
774	0.8922558923	0.3106095094	0.8545454545
775	0.8922558923	0.3100501711	0.8545454545
776	0.8922558923	0.3099235569	0.8545454545
777	0.8922558923	0.3099182956	0.8545454545
778	0.8922558923	0.309865139	0.8545454545
779	0.8922558923	0.3096749754	0.8545454545
780	0.8922558923	0.3095653641	0.8545454545
781	0.8922558923	0.3094773296	0.8545454545
782	0.8922558923	0.309431508	0.8545454545
783	0.8922558923	0.3093492112	0.8545454545
784	0.8922558923	0.3093426732	0.8545454545
785	0.8922558923	0.3091086771	0.8545454545
786	0.8922558923	0.3090672914	0.8545454545
787	0.8922558923	0.3089532925	0.8545454545
788	0.8922558923	0.3088834765	0.8545454545
789	0.8905723906	0.3087170564	0.8526077098
790	0.8905723906	0.3086793727	0.8526077098
791	0.8905723906	0.3086463027	0.8526077098
792	0.8905723906	0.3085238394	0.8526077098
793	0.8905723906	0.3083275448	0.8526077098
794	0.8905723906	0.308212564	0.8526077098
795	0.8905723906	0.3080652258	0.8526077098
796	0.8905723906	0.3079640843	0.8526077098
797	0.8905723906	0.3076621934	0.8526077098
798	0.8905723906	0.3074973866	0.8526077098
799	0.8905723906	0.3074464289	0.8526077098
800	0.8905723906	0.3073065071	0.8526077098
801	0.8905723906	0.3072554179	0.8526077098
802	0.8905723906	0.307154716	0.8526077098
803	0.8905723906	0.3071208836	0.8526077098
804	0.8905723906	0.3070744929	0.8526077098
805	0.8905723906	0.3069519597	0.8526077098
806	0.8905723906	0.3068337346	0.8526077098
807	0.8905723906	0.3067762757	0.8526077098
808	0.8905723906	0.3066479323	0.8526077098
809	0.8905723906	0.3064147456	0.8526077098
810	0.8905723906	0.3063675068	0.8526077098
811	0.8905723906	0.3063215745	0.8526077098
812	0.8922558923	0.3062586562	0.8552036199
813	0.8922558923	0.3059896487	0.8545454545
814	0.8922558923	0.305966977	0.8545454545
815	0.8922558923	0.3059631509	0.8545454545
816	0.8939393939	0.3058496149	0.8564920273
817	0.8939393939	0.3057913911	0.8564920273
818	0.8956228956	0.3056570771	0.8584474886
819	0.8973063973	0.3055691598	0.861047836
820	0.898989899	0.3053370312	0.8636363636
821	0.8956228956	0.3051157636	0.8584474886
822	0.8956228956	0.3050216286	0.8590909091
823	0.8956228956	0.3048895529	0.8590909091
824	0.8956228956	0.3044862732	0.8590909091
825	0.8956228956	0.3041699137	0.8590909091
826	0.8956228956	0.3039475611	0.8590909091
827	0.8956228956	0.3038784014	0.8590909091
828	0.8939393939	0.3037240704	0.8564920273
829	0.8939393939	0.3036936124	0.8564920273
830	0.8939393939	0.3036296098	0.8564920273
831	0.8939393939	0.3035689597	0.8564920273
832	0.8973063973	0.3033596823	0.8616780045
833	0.8973063973	0.3032010722	0.8616780045
834	0.898989899	0.3030075302	0.8636363636
835	0.898989899	0.3029021721	0.8636363636
836	0.8973063973	0.3028451227	0.8616780045
837	0.898989899	0.3025397501	0.8636363636
838	0.898989899	0.3024770829	0.8636363636
839	0.898989899	0.3023739926	0.8630136986
840	0.9006734007	0.3019852436	0.8649885584
841	0.898989899	0.3019401701	0.8630136986
842	0.9023569024	0.3016750316	0.8669724771
843	0.9006734007	0.3016201219	0.8643678161
844	0.9006734007	0.3015862636	0.8643678161
845	0.898989899	0.3015194797	0.8623853211
846	0.898989899	0.3014941308	0.8623853211
847	0.8973063973	0.301421713	0.8604118993
848	0.8973063973	0.3013444316	0.8604118993
849	0.898989899	0.3013046491	0.8623853211
850	0.898989899	0.3011617627	0.8623853211
851	0.898989899	0.3009192819	0.8623853211
852	0.898989899	0.3007467586	0.8623853211
853	0.898989899	0.3005529627	0.8623853211
854	0.898989899	0.3004650894	0.8623853211
855	0.898989899	0.3002098886	0.8623853211
856	0.898989899	0.3001291796	0.8623853211
857	0.898989899	0.3000332568	0.8623853211
858	0.898989899	0.299985721	0.8623853211
859	0.898989899	0.2999455753	0.8623853211
860	0.9006734007	0.2996630585	0.8649885584
861	0.9006734007	0.2995370207	0.8649885584
862	0.9006734007	0.2994846772	0.8649885584
863	0.9006734007	0.2994421989	0.8649885584
864	0.9023569024	0.2991639546	0.8669724771
865	0.9023569024	0.2989625131	0.8669724771
866	0.9023569024	0.2988840229	0.8669724771
867	0.9023569024	0.2986244862	0.8669724771
868	0.9023569024	0.2985087219	0.8669724771
869	0.9023569024	0.2983739285	0.8669724771
870	0.9023569024	0.298080067	0.8669724771
871	0.9023569024	0.2980174747	0.8669724771
872	0.9023569024	0.297978442	0.8669724771
873	0.9023569024	0.2977853821	0.8669724771
874	0.9023569024	0.2976642666	0.8669724771
875	0.9023569024	0.2976165806	0.8669724771
876	0.9023569024	0.2974242053	0.8669724771
877	0.9023569024	0.2972958479	0.8669724771
878	0.9023569024	0.2972707149	0.8669724771
879	0.9023569024	0.2972234471	0.8669724771
880	0.9023569024	0.2971174005	0.8669724771
881	0.9023569024	0.2968697409	0.8669724771
882	0.9023569024	0.2966932296	0.8669724771
883	0.9023569024	0.2963613724	0.8669724771
884	0.9023569024	0.2962486819	0.8669724771
885	0.9023569024	0.2962041836	0.8669724771
886	0.9023569024	0.2960939721	0.8669724771
887	0.9023569024	0.2960825657	0.8669724771
888	0.9023569024	0.2958347905	0.8669724771
889	0.9023569024	0.2957413426	0.8669724771
890	0.9023569024	0.2956323979	0.8669724771
891	0.9023569024	0.2953218182	0.8669724771
892	0.9023569024	0.2952618468	0.8669724771
893	0.9023569024	0.2950686447	0.8669724771
894	0.9023569024	0.2949929923	0.8669724771
895	0.9023569024	0.2949075995	0.8669724771
896	0.9023569024	0.2948969465	0.8669724771
897	0.9023569024	0.2948468352	0.8669724771
898	0.9023569024	0.2947770229	0.8669724771
899	0.9023569024	0.294723837	0.8669724771
900	0.9023569024	0.2944970625	0.8669724771
901	0.9023569024	0.2942096482	0.8669724771
902	0.9023569024	0.2941764556	0.8669724771
903	0.9023569024	0.2940393349	0.8669724771
904	0.9023569024	0.2940266683	0.8669724771
905	0.9023569024	0.2938961992	0.8669724771
906	0.9023569024	0.2937928338	0.8669724771
907	0.9006734007	0.293567675	0.8649885584
908	0.9006734007	0.2935218788	0.8649885584
909	0.9006734007	0.2933815329	0.8649885584
910	0.9006734007	0.293284341	0.8649885584
911	0.9006734007	0.2930852705	0.8649885584
912	0.9006734007	0.2926276282	0.8649885584
913	0.9006734007	0.292557973	0.8649885584
914	0.9006734007	0.2925019795	0.8649885584
915	0.9006734007	0.2924533287	0.8649885584
916	0.9023569024	0.2922378696	0.8675799087
917	0.9006734007	0.2921577625	0.8649885584
918	0.9006734007	0.2920175874	0.8649885584
919	0.9023569024	0.2918027797	0.8675799087
920	0.9023569024	0.291714727	0.8675799087
921	0.9023569024	0.2915592586	0.8675799087
922	0.9023569024	0.2915012519	0.8675799087
923	0.904040404	0.2913400961	0.8695652174
924	0.904040404	0.2911750023	0.8695652174
925	0.904040404	0.2910150079	0.8695652174
926	0.9023569024	0.2903174242	0.8669724771
927	0.9023569024	0.2902595067	0.8669724771
928	0.9023569024	0.2902194249	0.8669724771
929	0.9023569024	0.2900416246	0.8669724771
930	0.9023569024	0.2899698245	0.8669724771
931	0.9023569024	0.2899237647	0.8669724771
932	0.904040404	0.2898867807	0.8695652174
933	0.904040404	0.2898810299	0.8695652174
934	0.904040404	0.2898659357	0.8695652174
935	0.904040404	0.2898032741	0.8695652174
936	0.9023569024	0.2897124298	0.8669724771
937	0.9023569024	0.289662379	0.8669724771
938	0.904040404	0.289192594	0.8689655172
939	0.904040404	0.289097335	0.8689655172
940	0.904040404	0.2889562429	0.8689655172
941	0.904040404	0.2887999214	0.8689655172
942	0.904040404	0.2886250175	0.8689655172
943	0.904040404	0.2885723503	0.8689655172
944	0.904040404	0.2884740159	0.8689655172
945	0.904040404	0.2883319712	0.8689655172
946	0.904040404	0.2881837494	0.8689655172
947	0.904040404	0.2881197622	0.8689655172
948	0.904040404	0.2879359304	0.8689655172
949	0.904040404	0.2878446567	0.8689655172
950	0.904040404	0.287703789	0.8689655172
951	0.904040404	0.2876739992	0.8689655172
952	0.904040404	0.2872940704	0.8689655172
953	0.904040404	0.2871490357	0.8689655172
954	0.904040404	0.2870392651	0.8689655172
955	0.904040404	0.2870054982	0.8689655172
956	0.904040404	0.2869871864	0.8689655172
957	0.904040404	0.2867469579	0.8689655172
958	0.904040404	0.2866531846	0.8689655172
959	0.904040404	0.2865685006	0.8689655172
960	0.904040404	0.2865077237	0.8689655172
961	0.904040404	0.2864429878	0.8689655172
962	0.904040404	0.2864409667	0.8689655172
963	0.904040404	0.2863740735	0.8689655172
964	0.904040404	0.2862689215	0.8689655172
965	0.904040404	0.286118769	0.8689655172
966	0.904040404	0.2856593865	0.8689655172
967	0.904040404	0.2855920453	0.8689655172
968	0.904040404	0.2854548386	0.8689655172
969	0.904040404	0.2853496332	0.8689655172
970	0.904040404	0.2851790562	0.8689655172
971	0.904040404	0.2850561084	0.8689655172
972	0.904040404	0.2850001525	0.8689655172
973	0.904040404	0.2848910197	0.8689655172
974	0.904040404	0.2848069372	0.8689655172
975	0.904040404	0.2846824571	0.8689655172
976	0.904040404	0.2842575345	0.8689655172
977	0.904040404	0.2841217675	0.8689655172
978	0.904040404	0.284102007	0.8689655172
979	0.904040404	0.2840952307	0.8689655172
980	0.904040404	0.284068821	0.8689655172
981	0.904040404	0.284015152	0.8689655172
982	0.904040404	0.2838896493	0.8689655172
983	0.904040404	0.283862124	0.8689655172
984	0.9057239057	0.2835852314	0.871559633
985	0.9057239057	0.2835530195	0.871559633
986	0.9057239057	0.283388287	0.871559633
987	0.9057239057	0.2833286191	0.871559633
988	0.9057239057	0.2832247924	0.871559633
989	0.9057239057	0.2831235368	0.871559633
990	0.9057239057	0.282990237	0.871559633
991	0.9057239057	0.2828081855	0.871559633
992	0.9057239057	0.2827574134	0.871559633
993	0.9057239057	0.2826942477	0.871559633
994	0.9057239057	0.2826463456	0.871559633
995	0.9057239057	0.2823049833	0.871559633
996	0.9057239057	0.2821542074	0.871559633
997	0.9057239057	0.2820822867	0.871559633
998	0.9057239057	0.2819181202	0.871559633
999	0.9057239057	0.2818880845	0.871559633
9158	0.2608831597	0.8996	0.9074996	0.9158249158	0.2605666657	0.8997	0.9074997	0.9158249158	0.260425271	0.88998	0.907998	0.9158249158	0.2603818542	0.88999	0.909999	0.9158249158	0.2602063251	0.8863636364
